|6.6.6
fo98                                                                                                
           2
 T(K)    
   298.14999999999998     
   50.000000000000000     
          28
 P(bar)  
   1.0000000000000000     
   1000.0000000000000     
          30
          29
      T(K)           P(bar)   g(J/mol)       h(J/mol)       log10[Keq]     s(J/mol/K)     cp(J/mol/K)    v(J/mol/bar)   alpha(1/K)     beta(1/bar)    N(g/mol)       rho(kg/m3)     Gruneisen_T    Ks(bar)        KsT(bar/K)     KsP            Gs(bar)        GsT(bar/K)     GsP            v0(km/s)       v0T(km/s/K)    v0P(km/s/bar)  vp(km/s)       vpT(km/s/K)    vpP(km/s/bar)  vs(km/s)       vsT(km/s/K)    vsP(km/s/bar)  cp/cv         
  1548.150       6001.000      -2340086.      -1790047.       78.95354       355.2885       187.6491       4.555677      0.1935986E-03  0.4382022E-05   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  1598.150       6001.000      -2358001.      -1780643.       77.06890       361.2665       188.4924       4.565381      0.1945538E-03  0.4431316E-05   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  1648.150       6001.000      -2376210.      -1771198.       75.30796       367.0858       189.2998       4.575131      0.1954568E-03  0.4481561E-05   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  298.1500       7001.000      -2022661.      -1994537.       354.3570       94.32633       118.1318       4.341884      0.1084476E-03  0.3397395E-05   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  348.1500       7001.000      -2027861.      -1988369.       304.2457       113.4317       128.1347       4.347603      0.1198817E-03  0.3427010E-05   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  398.1500       7001.000      -2033981.      -1981761.       266.8412       131.1573       135.9178       4.353835      0.1290727E-03  0.3457472E-05   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  448.1500       7001.000      -2040955.      -1974802.       237.8827       147.6131       142.2038       4.360484      0.1366653E-03  0.3488725E-05   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  498.1500       7001.000      -2048723.      -1967558.       214.8206       162.9337       147.4245       4.367482      0.1430709E-03  0.3520732E-05   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  548.1500       7001.000      -2057232.      -1960073.       196.0363       177.2484       151.8546       4.374776      0.1485667E-03  0.3553467E-05   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  598.1500       7001.000      -2066433.      -1952383.       180.4530       190.6726       155.6792       4.382326      0.1533464E-03  0.3586914E-05   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  648.1500       7001.000      -2076286.      -1944513.       167.3264       203.3060       159.0275       4.390101      0.1575507E-03  0.3621064E-05   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  698.1500       7001.000      -2086752.      -1936486.       156.1259       215.2346       161.9931       4.398073      0.1612841E-03  0.3655910E-05   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  748.1500       7001.000      -2097799.      -1928319.       146.4630       226.5319       164.6457       4.406223      0.1646264E-03  0.3691451E-05   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  798.1500       7001.000      -2109396.      -1920026.       138.0468       237.2612       167.0384       4.414531      0.1676393E-03  0.3727690E-05   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  848.1500       7001.000      -2121516.      -1911619.       130.6551       247.4770       169.2122       4.422982      0.1703719E-03  0.3764628E-05   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  898.1500       7001.000      -2134136.      -1903108.       124.1155       257.2266       171.1999       4.431564      0.1728632E-03  0.3802273E-05   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  948.1500       7001.000      -2147232.      -1894501.       118.2918       266.5512       173.0275       4.440265      0.1751453E-03  0.3840632E-05   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  998.1500       7001.000      -2160784.      -1885807.       113.0755       275.4868       174.7164       4.449075      0.1772442E-03  0.3879713E-05   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  1048.150       7001.000      -2174775.      -1877032.       108.3786       284.0651       176.2840       4.457987      0.1791817E-03  0.3919527E-05   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  1098.150       7001.000      -2189186.      -1868181.       104.1295       292.3142       177.7448       4.466991      0.1809761E-03  0.3960085E-05   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  1148.150       7001.000      -2204001.      -1859259.       100.2688       300.2588       179.1112       4.476082      0.1826428E-03  0.4001401E-05   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  1198.150       7001.000      -2219207.      -1850271.       96.74740       307.9211       180.3933       4.485253      0.1841947E-03  0.4043487E-05   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  1248.150       7001.000      -2234789.      -1841221.       93.52386       315.3210       181.6001       4.494500      0.1856433E-03  0.4086359E-05   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  1298.150       7001.000      -2250735.      -1832112.       90.56329       322.4763       182.7391       4.503816      0.1869982E-03  0.4130032E-05   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  1348.150       7001.000      -2267033.      -1822948.       87.83595       329.4030       183.8168       4.513198      0.1882677E-03  0.4174524E-05   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  1398.150       7001.000      -2283671.      -1813731.       85.31641       336.1157       184.8390       4.522642      0.1894593E-03  0.4219851E-05   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  1448.150       7001.000      -2300641.      -1804465.       82.98279       342.6275       185.8106       4.532143      0.1905792E-03  0.4266033E-05   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  1498.150       7001.000      -2317931.      -1795151.       80.81611       348.9504       186.7359       4.541698      0.1916332E-03  0.4313088E-05   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  1548.150       7001.000      -2335533.      -1785792.       78.79991       355.0954       187.6189       4.551305      0.1926263E-03  0.4361038E-05   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  1598.150       7001.000      -2353438.      -1776390.       76.91976       361.0725       188.4630       4.560960      0.1935628E-03  0.4409904E-05   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  1648.150       7001.000      -2371638.      -1766946.       75.16304       366.8909       189.2712       4.570661      0.1944467E-03  0.4459708E-05   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  298.1500       8001.000      -2018321.      -1990229.       353.5966       94.21817       118.0551       4.338493      0.1078665E-03  0.3384150E-05   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  348.1500       8001.000      -2023515.      -1984065.       303.5937       113.3121       128.0639       4.344183      0.1192829E-03  0.3413551E-05   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  398.1500       8001.000      -2029629.      -1977460.       266.2702       131.0286       135.8517       4.350384      0.1284577E-03  0.3443793E-05   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  448.1500       8001.000      -2036596.      -1970505.       237.3746       147.4767       142.1417       4.357002      0.1360349E-03  0.3474819E-05   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  498.1500       8001.000      -2044358.      -1963263.       214.3628       162.7909       147.3656       4.363968      0.1424258E-03  0.3506593E-05   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  548.1500       8001.000      -2052859.      -1955781.       195.6196       177.1002       151.7987       4.371230      0.1479072E-03  0.3539088E-05   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  598.1500       8001.000      -2062053.      -1948094.       180.0704       190.5196       155.6258       4.378747      0.1526729E-03  0.3572289E-05   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  648.1500       8001.000      -2071898.      -1940227.       166.9727       203.1488       158.9763       4.386487      0.1568633E-03  0.3606185E-05   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  698.1500       8001.000      -2082356.      -1932202.       155.7970       215.0737       161.9440       4.394425      0.1605829E-03  0.3640772E-05   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  748.1500       8001.000      -2093394.      -1924038.       146.1555       226.3677       164.5985       4.402539      0.1639113E-03  0.3676046E-05   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  798.1500       8001.000      -2104983.      -1915747.       137.7580       237.0939       166.9927       4.410811      0.1669104E-03  0.3712011E-05   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  848.1500       8001.000      -2117095.      -1907342.       130.3829       247.3070       169.1682       4.419225      0.1696289E-03  0.3748668E-05   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  898.1500       8001.000      -2129706.      -1898833.       123.8579       257.0541       171.1572       4.427770      0.1721061E-03  0.3786024E-05   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  948.1500       8001.000      -2142794.      -1890229.       118.0473       266.3765       172.9862       4.436432      0.1743739E-03  0.3824086E-05   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  998.1500       8001.000      -2156337.      -1881537.       112.8427       275.3100       174.6763       4.445204      0.1764584E-03  0.3862863E-05   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  1048.150       8001.000      -2170319.      -1872763.       108.1565       283.8864       176.2451       4.454076      0.1783812E-03  0.3902364E-05   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  1098.150       8001.000      -2184721.      -1863914.       103.9171       292.1336       177.7071       4.463040      0.1801607E-03  0.3942601E-05   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  1148.150       8001.000      -2199527.      -1854994.       100.0653       300.0766       179.0744       4.472090      0.1818121E-03  0.3983587E-05   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  1198.150       8001.000      -2214723.      -1846008.       96.55195       307.7374       180.3576       4.481219      0.1833486E-03  0.4025334E-05   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  1248.150       8001.000      -2230296.      -1836960.       93.33586       315.1358       181.5654       4.490423      0.1847815E-03  0.4067858E-05   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  1298.150       8001.000      -2246233.      -1827853.       90.38215       322.2898       182.7053       4.499696      0.1861202E-03  0.4111174E-05   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  1348.150       8001.000      -2262522.      -1818690.       87.66117       329.2152       183.7839       4.509033      0.1873733E-03  0.4155298E-05   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  1398.150       8001.000      -2279151.      -1809475.       85.14753       335.9267       184.8069       4.518432      0.1885481E-03  0.4200247E-05   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  1448.150       8001.000      -2296111.      -1800210.       82.81939       342.4373       185.7794       4.527887      0.1896509E-03  0.4246040E-05   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  1498.150       8001.000      -2313392.      -1790898.       80.65784       348.7592       186.7055       4.537396      0.1906873E-03  0.4292695E-05   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  1548.150       8001.000      -2330984.      -1781540.       78.64642       354.9032       187.5894       4.546955      0.1916624E-03  0.4340234E-05   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  1598.150       8001.000      -2348879.      -1772140.       76.77076       360.8794       188.4342       4.556561      0.1925805E-03  0.4388677E-05   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  1648.150       8001.000      -2367069.      -1762698.       75.01825       366.6969       189.2432       4.566212      0.1934455E-03  0.4438046E-05   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  298.1500       9001.000      -2013984.      -1985925.       352.8368       94.11060       117.9786       4.335115      0.1072895E-03  0.3370997E-05   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  348.1500       9001.000      -2019172.      -1979764.       302.9422       113.1932       127.9932       4.340776      0.1186884E-03  0.3400186E-05   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  398.1500       9001.000      -2025280.      -1973162.       265.6997       130.9004       135.7857       4.346947      0.1278470E-03  0.3430210E-05   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  448.1500       9001.000      -2032241.      -1966210.       236.8670       147.3410       142.0796       4.353534      0.1354090E-03  0.3461012E-05   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  498.1500       9001.000      -2039995.      -1958972.       213.9054       162.6488       147.3069       4.360468      0.1417854E-03  0.3492555E-05   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  548.1500       9001.000      -2048489.      -1951493.       195.2032       176.9526       151.7429       4.367698      0.1472526E-03  0.3524813E-05   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  598.1500       9001.000      -2057676.      -1943808.       179.6882       190.3672       155.5726       4.375182      0.1520044E-03  0.3557770E-05   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  648.1500       9001.000      -2067513.      -1935943.       166.6194       202.9923       158.9254       4.382888      0.1561810E-03  0.3591416E-05   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  698.1500       9001.000      -2077963.      -1927922.       155.4683       214.9135       161.8950       4.390792      0.1598869E-03  0.3625746E-05   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  748.1500       9001.000      -2088994.      -1919759.       145.8482       226.2041       164.5513       4.398871      0.1632016E-03  0.3660757E-05   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  798.1500       9001.000      -2100574.      -1911471.       137.4695       236.9274       166.9473       4.407107      0.1661869E-03  0.3696450E-05   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  848.1500       9001.000      -2112678.      -1903068.       130.1108       247.1378       169.1243       4.415485      0.1688916E-03  0.3732829E-05   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  898.1500       9001.000      -2125280.      -1894561.       123.6005       256.8824       171.1148       4.423992      0.1713549E-03  0.3769900E-05   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  948.1500       9001.000      -2138359.      -1885959.       117.8030       266.2025       172.9451       4.432617      0.1736085E-03  0.3807668E-05   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  998.1500       9001.000      -2151894.      -1877269.       112.6102       275.1339       174.6365       4.441350      0.1756787E-03  0.3846144E-05   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  1048.150       9001.000      -2165867.      -1868498.       107.9347       283.7084       176.2065       4.450182      0.1775870E-03  0.3885336E-05   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  1098.150       9001.000      -2180259.      -1859650.       103.7049       291.9539       177.6696       4.459106      0.1793517E-03  0.3925256E-05   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  1148.150       9001.000      -2195057.      -1850732.       99.86191       299.8952       179.0381       4.468115      0.1809882E-03  0.3965916E-05   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  1198.150       9001.000      -2210244.      -1841748.       96.35668       307.5544       180.3223       4.477203      0.1825094E-03  0.4007328E-05   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  1248.150       9001.000      -2225808.      -1832701.       93.14802       314.9515       181.5310       4.486364      0.1839266E-03  0.4049508E-05   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  1298.150       9001.000      -2241735.      -1823596.       90.20118       322.1041       182.6719       4.495594      0.1852495E-03  0.4092470E-05   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  1348.150       9001.000      -2258015.      -1814435.       87.48654       329.0283       183.7514       4.504888      0.1864863E-03  0.4136230E-05   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  1398.150       9001.000      -2274635.      -1805222.       84.97880       335.7386       184.7754       4.514241      0.1876445E-03  0.4180806E-05   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  1448.150       9001.000      -2291585.      -1795958.       82.65615       342.2481       185.7487       4.523651      0.1887303E-03  0.4226215E-05   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  1498.150       9001.000      -2308856.      -1786648.       80.49971       348.5690       186.6757       4.533113      0.1897495E-03  0.4272476E-05   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  1548.150       9001.000      -2326439.      -1777292.       78.49308       354.7120       187.5604       4.542625      0.1907068E-03  0.4319608E-05   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  1598.150       9001.000      -2344325.      -1767892.       76.62191       360.6873       188.4061       4.552183      0.1916067E-03  0.4367633E-05   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  1648.150       9001.000      -2362505.      -1758452.       74.87361       366.5040       189.2159       4.561784      0.1924531E-03  0.4416573E-05   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
