|6.6.6
fo_moT                                                                                              
           2
 T(K)    
   298.14999999999998     
   50.000000000000000     
          28
 P(bar)  
   1.0000000000000000     
   1000.0000000000000     
          30
          29
      T(K)           P(bar)   g(J/mol)       h(J/mol)       log10[Keq]     s(J/mol/K)     cp(J/mol/K)    v(J/mol/bar)   alpha(1/K)     beta(1/bar)    N(g/mol)       rho(kg/m3)     Gruneisen_T    Ks(bar)        KsT(bar/K)     KsP            Gs(bar)        GsT(bar/K)     GsP            v0(km/s)       v0T(km/s/K)    v0P(km/s/bar)  vp(km/s)       vpT(km/s/K)    vpP(km/s/bar)  vs(km/s)       vsT(km/s/K)    vsP(km/s/bar)  cp/cv         
  1098.150       6001.000      -2193643.      -1872476.       104.3415       292.4620       177.7216       4.472879      0.1873768E-03  0.3979416E-05   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  1148.150       6001.000      -2208466.      -1863555.       100.4719       300.4055       179.0829       4.482302      0.1895273E-03  0.4021340E-05   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  1198.150       6001.000      -2223679.      -1854569.       96.94236       308.0665       180.3600       4.491830      0.1915722E-03  0.4064071E-05   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  1248.150       6001.000      -2239268.      -1845521.       93.71132       315.4649       181.5617       4.501458      0.1935222E-03  0.4107623E-05   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  1298.150       6001.000      -2255221.      -1836414.       90.74381       322.6186       182.6956       4.511181      0.1953867E-03  0.4152015E-05   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  1348.150       6001.000      -2271526.      -1827252.       88.01005       329.5436       183.7683       4.520995      0.1971737E-03  0.4197265E-05   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  1398.150       6001.000      -2288172.      -1818038.       85.48455       336.2544       184.7854       4.530897      0.1988903E-03  0.4243391E-05   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  1448.150       6001.000      -2305148.      -1808774.       83.14537       342.7642       185.7519       4.540883      0.2005425E-03  0.4290413E-05   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  1498.150       6001.000      -2322445.      -1799464.       80.97350       349.0850       186.6721       4.550950      0.2021359E-03  0.4338354E-05   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  1548.150       6001.000      -2340054.      -1790108.       78.95244       355.2278       187.5500       4.561096      0.2036750E-03  0.4387234E-05   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  1598.150       6001.000      -2357965.      -1780709.       77.06774       361.2027       188.3890       4.571317      0.2051643E-03  0.4437078E-05   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  1648.150       6001.000      -2376171.      -1771270.       75.30673       367.0187       189.1920       4.581611      0.2066073E-03  0.4487909E-05   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  298.1500       7001.000      -2022661.      -1994537.       354.3570       94.32633       118.1258       4.341884      0.1084476E-03  0.3397395E-05   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  348.1500       7001.000      -2027861.      -1988370.       304.2457       113.4305       128.1255       4.347607      0.1200496E-03  0.3427013E-05   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  398.1500       7001.000      -2033981.      -1981762.       266.8412       131.1547       135.9051       4.353852      0.1294498E-03  0.3457486E-05   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  448.1500       7001.000      -2040955.      -1974804.       237.8826       147.6087       142.1875       4.360526      0.1372859E-03  0.3488759E-05   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  498.1500       7001.000      -2048723.      -1967560.       214.8205       162.9274       147.4044       4.367562      0.1439646E-03  0.3520797E-05   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  548.1500       7001.000      -2057231.      -1960077.       196.0362       177.2401       151.8308       4.374908      0.1497588E-03  0.3553574E-05   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  598.1500       7001.000      -2066432.      -1952387.       180.4528       190.6620       155.6514       4.382526      0.1548595E-03  0.3587078E-05   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  648.1500       7001.000      -2076284.      -1944520.       167.3262       203.2930       158.9956       4.390385      0.1594048E-03  0.3621298E-05   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  698.1500       7001.000      -2086749.      -1936494.       156.1257       215.2191       161.9571       4.398459      0.1634971E-03  0.3656230E-05   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  748.1500       7001.000      -2097795.      -1928329.       146.4627       226.5138       164.6055       4.406728      0.1672145E-03  0.3691875E-05   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  798.1500       7001.000      -2109391.      -1920038.       138.0465       237.2403       166.9939       4.415175      0.1706175E-03  0.3728234E-05   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  848.1500       7001.000      -2121511.      -1911633.       130.6548       247.4533       169.1634       4.423785      0.1737537E-03  0.3765312E-05   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  898.1500       7001.000      -2134129.      -1903125.       124.1151       257.1999       171.1466       4.432547      0.1766614E-03  0.3803116E-05   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  948.1500       7001.000      -2147224.      -1894521.       118.2913       266.5215       172.9698       4.441448      0.1793715E-03  0.3841655E-05   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  998.1500       7001.000      -2160775.      -1885830.       113.0749       275.4541       174.6541       4.450481      0.1819094E-03  0.3880938E-05   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  1048.150       7001.000      -2174763.      -1877058.       108.3780       284.0292       176.2171       4.459637      0.1842962E-03  0.3920977E-05   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  1098.150       7001.000      -2189172.      -1868210.       104.1288       292.2750       177.6733       4.468908      0.1865495E-03  0.3961785E-05   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  1148.150       7001.000      -2203986.      -1859292.       100.2681       300.2164       179.0349       4.478290      0.1886842E-03  0.4003374E-05   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  1198.150       7001.000      -2219189.      -1850308.       96.74663       307.8754       180.3123       4.487775      0.1907129E-03  0.4045760E-05   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  1248.150       7001.000      -2234769.      -1841262.       93.52302       315.2718       181.5143       4.497359      0.1926464E-03  0.4088959E-05   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  1298.150       7001.000      -2250712.      -1832158.       90.56238       322.4237       182.6485       4.507038      0.1944940E-03  0.4132987E-05   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  1348.150       7001.000      -2267007.      -1822998.       87.83497       329.3468       183.7213       4.516807      0.1962638E-03  0.4177862E-05   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  1398.150       7001.000      -2283643.      -1813787.       85.31536       336.0559       184.7386       4.526663      0.1979628E-03  0.4223603E-05   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  1448.150       7001.000      -2300610.      -1804525.       82.98166       342.5641       185.7052       4.536603      0.1995970E-03  0.4270230E-05   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  1498.150       7001.000      -2317896.      -1795217.       80.81491       348.8834       186.6255       4.546622      0.2011719E-03  0.4317764E-05   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  1548.150       7001.000      -2335495.      -1785863.       78.79862       355.0246       187.5035       4.556719      0.2026921E-03  0.4366225E-05   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  1598.150       7001.000      -2353396.      -1776467.       76.91840       360.9980       188.3424       4.566890      0.2041620E-03  0.4415638E-05   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  1648.150       7001.000      -2371592.      -1767030.       75.16160       366.8126       189.1455       4.577134      0.2055852E-03  0.4466025E-05   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  298.1500       8001.000      -2018321.      -1990229.       353.5966       94.21817       118.0482       4.338493      0.1078665E-03  0.3384150E-05   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  348.1500       8001.000      -2023515.      -1984066.       303.5937       113.3108       128.0533       4.344187      0.1194507E-03  0.3413554E-05   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  398.1500       8001.000      -2029629.      -1977461.       266.2702       131.0256       135.8372       4.350402      0.1288344E-03  0.3443806E-05   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  448.1500       8001.000      -2036596.      -1970507.       237.3746       147.4717       142.1230       4.357044      0.1366550E-03  0.3474853E-05   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  498.1500       8001.000      -2044357.      -1963266.       214.3628       162.7837       147.3427       4.364048      0.1433187E-03  0.3506657E-05   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  548.1500       8001.000      -2052858.      -1955786.       195.6195       177.0906       151.7714       4.371361      0.1490984E-03  0.3539195E-05   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  598.1500       8001.000      -2062051.      -1948099.       180.0703       190.5074       155.5940       4.378946      0.1541848E-03  0.3572452E-05   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  648.1500       8001.000      -2071895.      -1940234.       166.9725       203.1340       158.9399       4.386771      0.1587158E-03  0.3606418E-05   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  698.1500       8001.000      -2082353.      -1932212.       155.7967       215.0559       161.9028       4.394810      0.1627940E-03  0.3641090E-05   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  748.1500       8001.000      -2093390.      -1924049.       146.1552       226.3469       164.5525       4.403044      0.1664972E-03  0.3676468E-05   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  798.1500       8001.000      -2104978.      -1915761.       137.7577       237.0700       166.9419       4.411455      0.1698859E-03  0.3712552E-05   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  848.1500       8001.000      -2117089.      -1907358.       130.3825       247.2799       169.1123       4.420028      0.1730078E-03  0.3749349E-05   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  898.1500       8001.000      -2129698.      -1898853.       123.8574       257.0237       171.0964       4.428752      0.1759009E-03  0.3786864E-05   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  948.1500       8001.000      -2142784.      -1890251.       118.0468       266.3426       172.9202       4.437615      0.1785963E-03  0.3825105E-05   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  998.1500       8001.000      -2156326.      -1881563.       112.8422       275.2725       174.6051       4.446608      0.1811193E-03  0.3864083E-05   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  1048.150       8001.000      -2170305.      -1872793.       108.1559       283.8453       176.1687       4.455724      0.1834910E-03  0.3903808E-05   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  1098.150       8001.000      -2184705.      -1863948.       103.9164       292.0889       177.6253       4.464955      0.1857289E-03  0.3944293E-05   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  1148.150       8001.000      -2199509.      -1855032.       100.0645       300.0281       178.9874       4.474295      0.1878479E-03  0.3985552E-05   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  1198.150       8001.000      -2214703.      -1846050.       96.55107       307.6851       180.2651       4.483738      0.1898606E-03  0.4027597E-05   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  1248.150       8001.000      -2230273.      -1837007.       93.33490       315.0796       181.4674       4.493280      0.1917778E-03  0.4070446E-05   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  1298.150       8001.000      -2246207.      -1827905.       90.38111       322.2296       182.6018       4.502915      0.1936087E-03  0.4114115E-05   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  1348.150       8001.000      -2262493.      -1818748.       87.66004       329.1510       183.6748       4.512639      0.1953615E-03  0.4158621E-05   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  1398.150       8001.000      -2279119.      -1809538.       85.14633       335.8584       184.6922       4.522450      0.1970430E-03  0.4203982E-05   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  1448.150       8001.000      -2296075.      -1800279.       82.81810       342.3650       185.6590       4.532342      0.1986594E-03  0.4250218E-05   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  1498.150       8001.000      -2313352.      -1790973.       80.65646       348.6827       186.5794       4.542314      0.2002161E-03  0.4297349E-05   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  1548.150       8001.000      -2330940.      -1781622.       78.64495       354.8224       187.4575       4.552363      0.2017177E-03  0.4345397E-05   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  1598.150       8001.000      -2348831.      -1772228.       76.76921       360.7943       188.2965       4.562485      0.2031684E-03  0.4394383E-05   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  1648.150       8001.000      -2367017.      -1762793.       75.01661       366.6075       189.0996       4.572679      0.2045720E-03  0.4444332E-05   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  298.1500       9001.000      -2013984.      -1985925.       352.8368       94.11060       117.9708       4.335115      0.1072895E-03  0.3370997E-05   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  348.1500       9001.000      -2019172.      -1979765.       302.9422       113.1916       127.9813       4.340780      0.1188560E-03  0.3400190E-05   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  398.1500       9001.000      -2025280.      -1973163.       265.6997       130.8970       135.7694       4.346965      0.1282235E-03  0.3430224E-05   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  448.1500       9001.000      -2032241.      -1966212.       236.8670       147.3354       142.0587       4.353576      0.1360287E-03  0.3461046E-05   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  498.1500       9001.000      -2039995.      -1958975.       213.9053       162.6407       147.2812       4.360548      0.1426776E-03  0.3492619E-05   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  548.1500       9001.000      -2048488.      -1951497.       195.2031       176.9419       151.7122       4.367829      0.1484428E-03  0.3524920E-05   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  598.1500       9001.000      -2057674.      -1943814.       179.6881       190.3536       155.5368       4.375381      0.1535150E-03  0.3557932E-05   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  648.1500       9001.000      -2067510.      -1935952.       166.6191       202.9756       158.8844       4.383172      0.1580319E-03  0.3591648E-05   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  698.1500       9001.000      -2077960.      -1927932.       155.4680       214.8935       161.8488       4.391177      0.1620961E-03  0.3626063E-05   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  748.1500       9001.000      -2088989.      -1919772.       145.8479       226.1808       164.4997       4.399375      0.1657853E-03  0.3661176E-05   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  798.1500       9001.000      -2100568.      -1911486.       137.4691       236.9005       166.8902       4.407750      0.1691599E-03  0.3696990E-05   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  848.1500       9001.000      -2112671.      -1903087.       130.1104       247.1072       169.0615       4.416287      0.1722675E-03  0.3733507E-05   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  898.1500       9001.000      -2125271.      -1894583.       123.5999       256.8481       171.0464       4.424973      0.1751463E-03  0.3770736E-05   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  948.1500       9001.000      -2138348.      -1885985.       117.8024       266.1643       172.8709       4.433798      0.1778271E-03  0.3808683E-05   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  998.1500       9001.000      -2151881.      -1877299.       112.6096       275.0918       174.5565       4.442753      0.1803354E-03  0.3847359E-05   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  1048.150       9001.000      -2165852.      -1868531.       107.9339       283.6622       176.1206       4.451829      0.1826921E-03  0.3886774E-05   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  1098.150       9001.000      -2180242.      -1859688.       103.7041       291.9036       177.5777       4.461020      0.1849147E-03  0.3926941E-05   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  1148.150       9001.000      -2195037.      -1850775.       99.86101       299.8407       178.9401       4.470318      0.1870182E-03  0.3967871E-05   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  1198.150       9001.000      -2210222.      -1841796.       96.35569       307.4956       180.2183       4.479720      0.1890151E-03  0.4009581E-05   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
